사업유형,사업번호,사업년도,사업명,홈페이지모집시작일자,홈페이지모집종료일자,홈페이지공고시작일,홈페이지공고종료일,홈페이지담당자명,홈페이지모집인원수,삭제여부
공익활동형,2021-47976,2021,공공시설봉사(희망드림),2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-31 00:00:00,조경주,46,Y
사회서비스형,2021-50552,2021,시설지원서비스(푸른나래),2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,강미정,30,N
공익활동형,2021-08072,2021,공공시설봉사(도움드림),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김진희,70,N
시장형,2021-08028,2021,우리단지실버택배,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김진아,21,N
시장형,2021-08047,2021,재봉뜰,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김진아,6,N
공익활동형,2021-08013,2021,공공시설봉사(행복드림),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,박선심,80,N
시장형,2021-08037,2021,꽃노인밴드,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김경미,7,N
공익활동형,2021-08018,2021,꿈나무안전지킴이,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,신여명,90,N
공익활동형,2021-08027,2021,공공시설봉사(자연드림),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김경미,80,N
사회서비스형,2021-11182,2021,두빛나래,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,김나영,26,N
공익활동형,2021-07665,2021,주정차질서계도봉사(주정차수비대),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,이재현,20,N
공익활동형,2021-07675,2021,도서관시설 봉사파견(반딧불이),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,이재현,90,N
공익활동형,2021-07661,2021,노노케어(배달의 청춘),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,이재현,15,N
공익활동형,2021-07637,2021,어르신동화구연(이야기아띠),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,권서현,30,N
사회서비스형,2021-11163,2021,시설지원서비스(실버인턴),2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,권서현,15,N
