사업유형,사업번호,사업년도,사업명,홈페이지모집시작일자,홈페이지모집종료일자,홈페이지공고시작일,홈페이지공고종료일,홈페이지담당자명,홈페이지모집인원수,삭제여부
공익활동형,2021-05559,2021,보안관(보행교통 안전지킴이 관리단),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김민지 사회복지사,58,N
시장형,2021-05623,2021,노원시니어클럽 위풍당당에코사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김윤호,50,Y
공익활동형,2021-05579,2021,학교급식 도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김민지 사회복지사,136,N
시장형,2021-05510,2021,먹다반하다(먹반),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,서애진,30,N
공익활동형,2021-05540,2021,手백가지1,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김민지 사회복지사,49,N
시장형,2021-05598,2021,시니어서비스맨,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이수윤,6,N
시장형,2021-05590,2021,소이공방,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이수윤,14,N
시장형,2021-05682,2021,노원스토어 사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김수지,28,N
시장형,2021-05615,2021,우리동네대장장이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김윤호,20,N
사회서비스형,2021-11225,2021,노반장이간다_모니터링_공공,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,김경자,27,N
시장형,2021-12230,2021,BMW택배사업단,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,김민희,20,N
사회서비스형,2021-10884,2021,시니어 공공데이터 구축 지원사업 (노반장이간다! 1),2020-12-30 00:00:00,2021-01-15 00:00:00,2020-12-30 00:00:00,2021-01-15 00:00:00,김수지,12,Y
시장형,2021-08133,2021,BMW택배사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김민희,20,Y
사회서비스형,2021-48249,2021,노반장이간다_승강기Ⅱ_공공,2021-08-02 00:00:00,2021-08-17 00:00:00,2021-08-02 00:00:00,2021-08-17 00:00:00,조아영,25,N
사회서비스형,2021-11026,2021,노반장이간다_승강기_공공,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,김수지,12,N
사회서비스형,2021-10686,2021,노반장이간다_우체국_취약,2021-01-04 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김경자,20,N
사회서비스형,2021-11226,2021,노반장이간다_컨설턴트,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,김민희,6,N
시장형,2021-11335,2021,[자원재활용사업]위풍당당에코사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이수윤,50,N
시장형,2021-05574,2021,도시챌린지사업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이수윤,24,N
공익활동형,2021-05099,2021,공공시설봉사8(우리동네봉사단),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,원동민,112,N
공익활동형,2021-05109,2021,연중노노케어(복지도우미),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,원동민,24,N
공익활동형,2021-05078,2021,"스쿨존교통안전지킴이(을지,원광,중계,상계초등학교)",2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,원동민,74,N
공익활동형,2021-04914,2021,"급식도우미8-냠냠선생님(원광,중계,상계초등학교)",2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,원동민,158,N
공익활동형,2021-05115,2021,복지시설봉사7(시설봉사단),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,원동민,44,N
공익활동형,2021-05142,2021,환경지킴이봉사단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김민선,190,N
사회서비스형,2021-48147,2021,사회활동보조원,2021-08-02 00:00:00,2021-08-20 00:00:00,2021-08-02 00:00:00,2021-08-20 00:00:00,임도진,10,N
공익활동형,2021-05563,2021,복지시설봉사8(경로당중식도우미),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정도연,150,N
공익활동형,2021-05537,2021,스쿨존교통지원2(아동지킴이),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정도연,58,N
공익활동형,2021-05641,2021,초등학교 급식도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정도연,132,N
시장형,2021-00501,2021,어르신수작업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,김은경,80,N
시장형,2021-01799,2021,가마솥희망두부,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,박재민,45,N
공익활동형,2021-01929,2021,노인복지시설돌보미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,박지현,210,N
공익활동형,2021-02313,2021,초등학교급식도우미,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,최연선,250,N
공익활동형,2021-01738,2021,또래끼리,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,안영주,47,N
사회서비스형,2021-09656,2021,복지시설 돌봄사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,강월영,124,N
공익활동형,2021-04882,2021,경로당 중식 도우미,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이상원,180,N
공익활동형,2021-04924,2021,도봉골 경륜전수(실버취미생활지도) 지원봉사,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이준원,20,N
공익활동형,2021-04913,2021,도봉골 노노케어(함께건강) 지원봉사,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이준원,100,N
공익활동형,2021-48430,2021,도봉골 노노케어(함께건강)지원사업 - 추경,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,이준원,45,N
공익활동형,2021-03287,2021,지역아동센터연계지원사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,신용훈,95,N
공익활동형,2021-03206,2021,공공자전거대여소따릉이사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,신용훈,120,N
공익활동형,2021-03230,2021,복지시설환경도우미파견사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,신용훈,120,N
공익활동형,2021-03249,2021,북한산둘레길지킴이사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,신용훈,70,N
공익활동형,2021-48273,2021,복지시설환경도우미파견사업,2021-08-09 00:00:00,2021-08-27 00:00:00,2021-08-06 00:00:00,2021-08-27 00:00:00,신용훈,10,N
공익활동형,2021-02290,2021,노노케어(은빛보듬이),2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,전소라,40,N
공익활동형,2021-02316,2021,지역아동센터도우미,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,전소라,50,N
공익활동형,2021-02328,2021,복지활동도우미,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,전소라,60,Y
공익활동형,2021-06810,2021,복지활동도우미,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,전소라,60,N
공익활동형,2021-03092,2021,거동불편노인돌봄사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,신용훈,100,N
공익활동형,2021-05528,2021,스쿨존교통지원,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,유지혜,60,N
공익활동형,2021-05324,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김주희,70,N
공익활동형,2021-05238,2021,우리동네방역지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정종묵,30,N
공익활동형,2021-05429,2021,시설지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김주희,50,N
공익활동형,2021-05216,2021,우리동네환경지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정종묵,392,N
공익활동형,2021-47973,2021,월계시설봉사단,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-07-26 00:00:00,2021-08-20 00:00:00,김주희,4,N
공익활동형,2021-03503,2021,공공시설지킴이(동산),2020-12-01 00:00:00,2020-12-04 00:00:00,2020-12-01 00:00:00,2020-12-04 00:00:00,송희승,40,N
공익활동형,2021-00776,2021,2021년 노인일자리사업및 사회활동지원사업(공익형 노노케어),2020-12-01 00:00:00,2020-12-14 00:00:00,2020-11-20 00:00:00,2020-12-14 00:00:00,정미화,53,N
공익활동형,2021-07110,2021,노노케어(연중),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김나경,95,N
공익활동형,2021-07101,2021,노노케어(연중),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김나경,95,Y
공익활동형,2021-04827,2021,노노케어(연중)사업,2020-12-03 00:00:00,2020-12-18 00:00:00,2020-12-03 00:00:00,2020-12-18 00:00:00,취업지원센터장 김선례,50,N
공익활동형,2021-04897,2021,경로복지도우미 사업,2020-12-03 00:00:00,2020-12-18 00:00:00,2020-12-03 00:00:00,2020-12-18 00:00:00,취업지원센터장 김선례,140,N
공익활동형,2021-48198,2021,노노케어(추경)사업,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-16 00:00:00,2021-08-20 00:00:00,취업지원센터장 김선례,3,N
시장형,2021-07227,2021,여러분농장,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,이도상,23,N
공익활동형,2021-07193,2021,은빛내리사랑강사,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,이도상,50,N
공익활동형,2021-07233,2021,꿈이크는도서관지원,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,함승애,35,N
공익활동형,2021-07189,2021,초등학교급식도우미,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-12-02 00:00:00,2020-12-11 00:00:00,함승애,140,N
공익활동형,2021-01077,2021,상록경로당급식도우미,2020-12-02 00:00:00,2020-12-08 00:00:00,2020-11-16 00:00:00,2020-12-08 00:00:00,설경옥,250,N
공익활동형,2021-01073,2021,노노케어,2020-12-02 00:00:00,2020-12-04 00:00:00,2020-11-16 00:00:00,2020-12-08 00:00:00,설경옥,70,N
시장형,2021-02291,2021,꽃빛공원휴게소,2020-12-02 00:00:00,2020-12-04 00:00:00,2020-12-02 00:00:00,2020-12-04 00:00:00,이미화,9,N
공익활동형,2021-07138,2021,경륜전수활동,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,안준명,30,N
공익활동형,2021-07153,2021,실버폴리스,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,김경희,80,N
공익활동형,2021-07142,2021,모니터링단,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,안준명,20,N
공익활동형,2021-07161,2021,사회안전망,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-30 00:00:00,허선,100,N
공익활동형,2021-07134,2021,공공시설지원,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,박규나,270,N
공익활동형,2021-07132,2021,노노케어,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,안준명,50,N
사회서비스형,2021-49722,2021,보육시설(어린이집 등)지원,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,박윤호,25,N
사회서비스형,2021-49723,2021,온종일돌봄시설지원사업(Ⅱ),2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,박윤호,3,N
사회서비스형,2021-10821,2021,온종일돌봄시설지원사업,2021-01-04 00:00:00,2021-01-08 00:00:00,2020-12-21 00:00:00,2021-01-08 00:00:00,이현숙,40,N
사회서비스형,2021-10823,2021,취약계층 공익증진서비스사업,2021-01-04 00:00:00,2021-01-08 00:00:00,2020-12-21 00:00:00,2021-01-08 00:00:00,이현숙,10,N
사회서비스형,2021-49724,2021,공공행정업무(우체국)지원,2021-08-02 00:00:00,2021-08-10 00:00:00,2021-08-02 00:00:00,2021-08-10 00:00:00,박윤호,2,N
공익활동형,2021-05141,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,이예나,70,N
공익활동형,2021-05176,2021,공공시설지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,이예나,40,N
시장형,2021-07054,2021,흙토람이천도예공방,2020-11-30 00:00:00,2020-12-28 00:00:00,2020-11-30 00:00:00,2020-12-28 00:00:00,김세경,11,N
공익활동형,2021-02150,2021,텃밭체험활동,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,홍하린,30,N
시장형,2021-02292,2021,팽성위드카페,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,홍하린,12,N
공익활동형,2021-02188,2021,공공시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,홍하린,70,N
공익활동형,2021-02173,2021,교통지원봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,홍하린,14,N
시장형,2021-37254,2021,깔끔대장 스팀세차,2021-04-19 00:00:00,2021-05-31 00:00:00,2021-04-19 00:00:00,2021-05-31 00:00:00,김민중,18,N
시장형,2021-07188,2021,안성맞춤시골농가,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,위남이,8,N
시장형,2021-07225,2021,장갑의 달인,2020-12-07 00:00:00,2020-12-11 00:00:00,2020-12-07 00:00:00,2020-12-11 00:00:00,위남이,18,Y
공익활동형,2021-44563,2021,안성맞춤 전기충전소 지킴이,2021-06-28 00:00:00,2021-07-09 00:00:00,2021-06-28 00:00:00,2021-07-09 00:00:00,천인숙,50,N
공익활동형,2021-02080,2021,공공시설지킴이,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,김진아,25,N
공익활동형,2021-05989,2021,경로당 도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김유나,100,N
공익활동형,2021-05943,2021,환경지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김유나,160,N
공익활동형,2021-05952,2021,공원지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김유나,100,N
공익활동형,2021-05959,2021,시니어순찰대,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김유나,60,N
공익활동형,2021-05978,2021,보육시설 봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김유나,60,N
공익활동형,2021-02811,2021,나래울안전지킴이,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김선우,90,N
공익활동형,2021-01473,2021,나래울정류장지킴이,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이미남,119,N
공익활동형,2021-02561,2021,나래울마을지킴이,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김선우,104,N
공익활동형,2021-01411,2021,나래울환경지킴이,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,홍신화,167,N
공익활동형,2021-03660,2021,공영주차장,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김미선,65,N
공익활동형,2021-03425,2021,노노케어(수호천사),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김미선,100,N
공익활동형,2021-04094,2021,행복길잡이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김미선,20,N
시장형,2021-01946,2021,도자 제조·판매 및 체험 운영(흙토람여주도예공방),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,김선희,15,N
시장형,2021-00095,2021,카페바라사업단,2020-12-01 00:00:00,2020-12-31 00:00:00,2020-12-01 00:00:00,2020-12-31 00:00:00,이현하,12,N
공익활동형,2021-05855,2021,스쿨존 등 학교지원봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,장은정,68,N
공익활동형,2021-05926,2021,공동묘지일제조사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김은미,2,N
공익활동형,2021-05801,2021,우리하천가꾸기,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,박헌국,120,N
공익활동형,2021-05910,2021,체육시설지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김은미,20,N
공익활동형,2021-05887,2021,행주동 환경개선단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최재연,30,N
공익활동형,2021-05791,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김은미,140,N
공익활동형,2021-05782,2021,경로당 중식도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,"오효선, 윤유신",350,N
공익활동형,2021-05878,2021,고양동 환경개선단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,최재연,30,N
공익활동형,2021-06164,2021,보육교사도우미,2020-11-30 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이선영,80,N
공익활동형,2021-06182,2021,지역건강지킴이,2020-11-30 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이선영,38,N
공익활동형,2021-06374,2021,지역건강지킴이(코로나19 예방 캠페인),2020-11-30 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2020-12-11 00:00:00,이선영,38,Y
공익활동형,2021-07340,2021,노노교육지원활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,전미진,50,N
사회서비스형,2021-10825,2021,장애인시설지원활동,2021-01-04 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,전미진,33,N
공익활동형,2021-07144,2021,민들레교육단,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,송은정,30,N
사회서비스형,2021-48880,2021,노인일자리사업업무지원활동,2021-08-10 00:00:00,2021-08-20 00:00:00,2021-08-10 00:00:00,2021-08-20 00:00:00,송은정,16,N
공익활동형,2021-07121,2021,생활근린시설관리지원활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,오효선,250,N
사회서비스형,2021-10912,2021,우체국행정업무지원활동,2021-01-04 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,전미진,7,N
공익활동형,2021-13619,2021,우리마을행복지킴이,2021-01-12 00:00:00,2021-01-22 00:00:00,2021-01-12 00:00:00,2021-01-31 00:00:00,김영화,126,N
공익활동형,2021-07344,2021,노노케어활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,이하나,50,N
공익활동형,2021-07258,2021,보행자안전캠페인,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,송은정,50,N
사회서비스형,2021-10820,2021,지역아동센터지원활동,2021-01-04 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,전미진,20,N
공익활동형,2021-07118,2021,공공시설지원활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,박성희,50,N
사회서비스형,2021-10827,2021,노인시설지원활동,2021-01-04 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,전미진,20,N
사회서비스형,2021-10692,2021,사회공헌지원활동,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,이하나,20,N
공익활동형,2021-07191,2021,시니어건강지킴이활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,이지현,100,N
공익활동형,2021-07283,2021,학교등하교안전지킴활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,함순애,184,N
공익활동형,2021-07111,2021,클린존만들기활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,이하나,150,N
공익활동형,2021-07116,2021,보육시설지원활동,2020-12-02 00:00:00,2020-12-11 00:00:00,2020-11-30 00:00:00,2021-11-30 00:00:00,장윤지,50,N
시장형,2021-00841,2021,할미손도시락,2020-12-01 00:00:00,2020-12-14 00:00:00,2020-11-20 00:00:00,2020-12-14 00:00:00,김현경,16,N
시장형,2021-00716,2021,할미손도시락,2020-12-01 00:00:00,2020-12-14 00:00:00,2020-11-20 00:00:00,2020-12-14 00:00:00,김현경,16,Y
공익활동형,2021-11257,2021,지역사회 환경정화 봉사,2021-01-12 00:00:00,2021-01-14 00:00:00,2021-01-04 00:00:00,2021-01-18 00:00:00,이혜진,115,N
공익활동형,2021-03603,2021,공원시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-31 00:00:00,김해든,32,N
공익활동형,2021-03655,2021,복지시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-31 00:00:00,김해든,4,N
공익활동형,2021-03691,2021,도서관봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-18 00:00:00,김해든,10,N
공익활동형,2021-03633,2021,공공시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-31 00:00:00,김해든,8,N
시장형,2021-07078,2021,동그라미뻥튀기사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김현우,11,N
공익활동형,2021-07079,2021,공공시설봉사1사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,허정희,140,N
공익활동형,2021-50626,2021,노노케어2,2021-08-26 00:00:00,2021-08-31 00:00:00,2021-08-26 00:00:00,2021-08-31 00:00:00,윤별이,5,N
공익활동형,2021-07149,2021,문화재시설봉사 사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,유지나,50,N
시장형,2021-07107,2021,쉼표카페,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,문지영,10,N
시장형,2021-07173,2021,여민동락북카페 사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,유지나,10,N
공익활동형,2021-07131,2021,불법촬영안심지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,윤예원,68,N
공익활동형,2021-07158,2021,공영주차장봉사 사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,유지나,130,N
공익활동형,2021-07105,2021,도담도담길잡이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이한비,30,N
공익활동형,2021-07077,2021,생활시설이용자지원사업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전영순,66,N
공익활동형,2021-07181,2021,전기차충전소관리도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,윤예원,60,N
공익활동형,2021-07096,2021,주정차질서계도봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,문지영,120,N
공익활동형,2021-07171,2021,작은도서관봉사사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,김태경,116,N
시장형,2021-07091,2021,시니어서비스맨 사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,박의현,34,N
시장형,2021-07148,2021,은빛사랑공동작업장,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전영순,44,N
공익활동형,2021-07103,2021,공공시설봉사2,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,조현숙,140,N
공익활동형,2021-07102,2021,학교지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이한비,80,N
시장형,2021-07122,2021,호호카페,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,조현숙,10,Y
시장형,2021-07129,2021,온새빈천연비누사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,허정희,8,N
